City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,Pressure,AQI
Bhopal,2024-04-20 05:00:00,88.61,141.22,64.49,19.45,2.35,52.36,42.2,54.9,9.3,15.0,1016.7,203
Bengaluru,2024-04-20 06:00:00,105.18,149.93,43.39,21.45,1.14,32.1,32.6,56.6,10.7,3.0,1009.9,222
Delhi,2024-04-20 07:00:00,63.78,103.36,54.9,19.09,2.36,36.11,30.1,44.2,8.3,0.0,1008.7,149
Bhopal,2024-04-20 08:00:00,120.62,209.46,46.18,19.06,0.78,37.77,22.9,69.8,11.6,15.0,1014.6,271
Bhopal,2024-04-20 09:00:00,156.09,280.77,47.11,14.56,0.87,33.09,19.7,84.5,7.7,0.0,1009.6,351
Indore,2024-04-20 10:00:00,83.69,131.57,41.96,26.59,1.23,41.3,30.7,44.4,7.5,0.0,1008.9,185
Indore,2024-04-20 11:00:00,180.77,276.24,69.52,20.54,1.37,54.12,26.5,35.6,9.5,15.0,1023.5,389
Delhi,2024-04-20 12:00:00,140.43,247.53,36.27,18.78,1.86,22.01,17.6,58.3,12.5,15.0,1015.3,312
Bengaluru,2024-04-20 13:00:00,161.22,238.05,36.16,14.77,1.63,44.84,16.4,57.5,12.3,0.0,1016.9,336
Mumbai,2024-04-20 14:00:00,93.69,154.22,81.94,10.68,1.19,40.41,20.3,76.7,9.4,15.0,1023.3,220
Pune,2024-04-20 15:00:00,154.18,240.87,63.65,29.16,1.33,40.15,39.7,38.3,9.2,3.0,1012.5,336
Bengaluru,2024-04-20 16:00:00,76.32,108.11,9.84,23.88,1.24,50.21,42.5,49.4,9.7,0.0,1008.2,155
Bengaluru,2024-04-20 17:00:00,155.61,239.47,38.96,8.63,0.94,38.69,28.4,23.6,10.7,0.0,1005.6,330
Pune,2024-04-20 18:00:00,126.87,191.08,19.01,25.34,0.96,44.72,28.0,80.0,11.7,15.0,1020.1,263
Pune,2024-04-20 19:00:00,142.13,237.99,32.79,26.46,1.91,48.02,24.6,62.0,6.7,0.0,1009.8,309
Bhopal,2024-04-20 20:00:00,72.98,129.86,5.0,20.87,0.49,30.94,20.5,50.6,11.7,0.0,994.3,158
Delhi,2024-04-20 21:00:00,84.2,126.9,45.81,31.19,2.21,42.19,36.6,36.8,8.6,0.0,996.0,185
Bhopal,2024-04-20 22:00:00,143.89,248.15,29.73,21.52,1.23,34.49,40.1,38.3,9.6,15.0,1003.1,315
Indore,2024-04-20 23:00:00,82.07,116.71,48.96,10.08,1.01,36.14,20.7,64.6,11.9,15.0,1009.7,178
Pune,2024-04-21 00:00:00,138.53,223.76,22.0,22.56,1.77,33.49,26.4,40.3,9.9,15.0,1010.6,294
Mumbai,2024-04-21 01:00:00,65.31,93.28,49.33,21.71,2.14,44.6,23.9,59.7,10.4,3.0,1015.2,145
Delhi,2024-04-21 02:00:00,153.93,273.01,41.36,15.78,1.96,39.14,24.1,90.7,6.3,15.0,1005.2,343
Delhi,2024-04-21 03:00:00,70.7,120.65,72.03,24.01,1.65,43.52,35.3,52.4,12.3,0.0,1013.3,171
Bengaluru,2024-04-21 04:00:00,142.09,236.32,70.58,8.33,1.94,37.75,17.8,42.6,9.7,0.0,1017.3,319
Bhopal,2024-04-21 05:00:00,145.03,250.83,60.57,26.93,0.54,15.54,30.3,64.1,7.9,0.0,1011.1,327
Bengaluru,2024-04-21 06:00:00,92.13,152.84,42.77,13.85,1.14,38.44,32.1,38.4,11.0,15.0,1009.2,206
Bengaluru,2024-04-21 07:00:00,143.28,256.13,79.77,13.11,0.94,38.89,26.0,85.5,15.8,0.0,1006.8,333
Delhi,2024-04-21 08:00:00,130.42,219.83,23.15,19.2,2.01,41.4,33.3,80.5,3.8,0.0,1018.9,282
Mumbai,2024-04-21 09:00:00,98.45,174.24,25.54,23.03,1.21,29.69,28.0,55.4,4.9,15.0,1003.8,219
Indore,2024-04-21 10:00:00,79.66,128.0,46.66,21.15,1.82,21.26,35.5,43.6,16.1,3.0,1021.5,179
Bengaluru,2024-04-21 11:00:00,41.49,60.04,84.06,14.8,1.67,46.74,16.3,51.2,8.9,0.0,1011.9,108
Pune,2024-04-21 12:00:00,133.99,215.89,44.76,16.46,0.97,34.17,24.6,53.3,8.1,0.0,1005.8,291
Mumbai,2024-04-21 13:00:00,57.41,83.28,45.07,12.07,1.11,40.4,26.5,64.1,7.1,15.0,1017.0,128
Pune,2024-04-21 14:00:00,123.81,202.68,24.93,18.43,2.05,34.06,8.3,74.6,11.4,3.0,1015.0,266
Bengaluru,2024-04-21 15:00:00,109.46,174.37,63.13,27.53,1.01,37.92,19.4,41.4,15.9,0.0,1014.5,245
Mumbai,2024-04-21 16:00:00,147.17,242.68,63.25,19.97,1.46,31.71,21.3,74.2,5.4,15.0,1016.2,327
Bhopal,2024-04-21 17:00:00,107.92,151.52,60.63,26.02,1.01,24.45,33.6,67.9,7.2,0.0,1013.0,232
Pune,2024-04-21 18:00:00,106.82,157.88,37.93,30.19,1.24,44.63,22.1,49.9,6.4,3.0,1014.8,227
Indore,2024-04-21 19:00:00,149.27,238.32,36.69,15.88,1.38,29.56,21.3,40.6,9.8,0.0,1020.2,320
Delhi,2024-04-21 20:00:00,133.4,237.48,27.31,18.69,1.01,40.3,32.7,59.9,11.4,15.0,1013.2,295
Bhopal,2024-04-21 21:00:00,132.65,206.06,49.34,35.2,0.92,43.75,15.7,41.0,12.7,15.0,1016.9,287
Bengaluru,2024-04-21 22:00:00,138.77,217.84,30.71,30.11,1.54,29.78,12.5,74.4,10.0,0.0,998.8,295
Bengaluru,2024-04-21 23:00:00,58.58,98.75,29.16,8.29,0.98,21.15,24.5,40.0,15.6,0.0,1013.9,132
Indore,2024-04-22 00:00:00,150.27,246.67,41.22,22.71,0.99,71.97,16.9,66.8,5.7,0.0,1027.1,326
Pune,2024-04-22 01:00:00,144.5,219.58,40.17,20.0,0.93,30.61,17.1,56.7,4.8,0.0,1001.3,306
Pune,2024-04-22 02:00:00,79.33,124.1,39.39,25.79,1.36,46.73,31.0,49.0,12.2,0.0,1024.0,175
Indore,2024-04-22 03:00:00,110.24,163.93,55.46,14.79,1.87,65.15,33.1,56.4,7.9,3.0,1016.3,239
Indore,2024-04-22 04:00:00,118.43,211.56,49.26,14.12,2.15,49.06,32.5,75.3,3.1,0.0,1001.8,270
Bengaluru,2024-04-22 05:00:00,114.62,166.46,43.39,15.27,1.04,33.79,34.8,38.9,6.5,0.0,1012.2,243
Bengaluru,2024-04-22 06:00:00,133.35,206.53,50.93,16.0,2.48,37.06,35.7,51.4,8.3,15.0,1014.4,288
Delhi,2024-04-22 07:00:00,177.25,249.99,32.14,25.71,0.9,26.34,12.1,46.0,5.4,0.0,1017.5,361
Indore,2024-04-22 08:00:00,163.27,243.06,49.68,11.73,1.94,50.34,30.2,57.4,4.3,0.0,1009.4,345
Mumbai,2024-04-22 09:00:00,67.51,115.59,50.41,15.64,1.04,45.93,23.3,47.0,6.8,15.0,1016.2,158
Delhi,2024-04-22 10:00:00,144.88,214.49,23.95,7.48,0.96,30.8,21.8,29.7,4.1,0.0,1020.3,299
Mumbai,2024-04-22 11:00:00,173.16,247.97,63.93,27.05,1.03,23.41,30.9,41.1,9.5,15.0,1017.3,365
Bhopal,2024-04-22 12:00:00,135.47,215.37,33.9,28.9,1.37,19.5,14.9,84.2,1.3,15.0,1019.2,290
Indore,2024-04-22 13:00:00,163.64,229.75,49.44,17.71,1.69,51.81,14.7,61.9,7.8,0.0,1009.3,339
Delhi,2024-04-22 14:00:00,200.49,287.49,66.63,17.91,1.73,39.69,31.4,61.4,9.2,0.0,1016.1,420
Pune,2024-04-22 15:00:00,160.95,277.32,62.81,23.17,0.93,41.01,30.4,53.5,7.2,15.0,1025.8,361
Delhi,2024-04-22 16:00:00,129.97,222.07,48.55,30.32,0.91,26.48,28.0,57.2,11.0,0.0,1005.5,290
Bhopal,2024-04-22 17:00:00,161.8,285.75,42.2,22.86,0.94,17.51,20.8,51.1,3.1,15.0,1014.5,360
Bhopal,2024-04-22 18:00:00,125.8,219.11,63.16,15.12,1.34,51.48,32.2,66.4,5.3,15.0,1005.3,287
Bhopal,2024-04-22 19:00:00,120.96,202.39,58.8,8.67,1.29,38.59,31.8,59.6,6.4,0.0,1019.5,272
Delhi,2024-04-22 20:00:00,105.94,150.54,38.11,12.19,0.92,50.7,27.6,39.3,9.8,0.0,1000.1,222
Bengaluru,2024-04-22 21:00:00,182.54,312.71,35.28,20.51,1.53,32.6,18.8,62.1,8.2,0.0,1008.6,398
Mumbai,2024-04-22 22:00:00,87.26,151.68,14.84,15.41,2.53,34.68,24.0,18.7,14.4,3.0,1025.8,191
Pune,2024-04-22 23:00:00,181.29,311.76,50.46,21.36,1.15,47.99,32.9,64.6,4.9,0.0,1009.0,400
Pune,2024-04-23 00:00:00,139.99,224.47,46.68,16.13,1.18,48.25,36.3,35.5,3.0,3.0,1011.6,304
Mumbai,2024-04-23 01:00:00,64.03,95.6,66.18,12.59,1.68,49.17,24.7,56.5,13.2,15.0,1019.5,149
Pune,2024-04-23 02:00:00,134.71,234.14,53.74,11.76,1.12,33.87,25.3,38.9,2.9,0.0,1011.2,303
Bhopal,2024-04-23 03:00:00,36.0,60.87,69.35,30.94,1.73,46.6,25.9,58.0,9.7,3.0,999.8,97
Pune,2024-04-23 04:00:00,145.02,259.92,36.84,26.22,1.04,53.53,28.9,67.3,4.4,0.0,1005.6,324
Bengaluru,2024-04-23 05:00:00,155.41,227.25,66.21,32.11,2.32,36.53,22.9,82.0,0.9,0.0,1019.9,332
Bengaluru,2024-04-23 06:00:00,96.31,143.52,39.54,23.78,1.57,30.81,8.0,33.3,6.3,0.0,1020.8,206
Bhopal,2024-04-23 07:00:00,124.94,185.5,60.44,16.99,1.09,56.8,35.3,73.6,10.4,0.0,1000.0,270
Indore,2024-04-23 08:00:00,198.17,340.25,24.66,29.26,1.11,28.84,39.6,60.1,3.6,0.0,1006.3,428
Delhi,2024-04-23 09:00:00,99.77,147.14,51.76,19.77,1.14,46.81,22.7,50.8,9.3,0.0,1008.0,216
Indore,2024-04-23 10:00:00,77.64,110.77,16.24,21.55,2.09,37.18,19.5,70.2,9.9,0.0,1009.7,160
Bengaluru,2024-04-23 11:00:00,179.27,322.58,43.73,19.7,0.77,12.22,26.0,54.2,3.4,0.0,1006.4,400
Bhopal,2024-04-23 12:00:00,198.5,279.88,55.05,2.0,1.07,53.8,25.7,69.5,6.8,3.0,1012.6,410
Delhi,2024-04-23 13:00:00,120.15,208.35,39.66,31.23,1.12,5.0,34.0,42.1,12.5,0.0,1008.6,268
Mumbai,2024-04-23 14:00:00,160.46,248.09,31.19,23.44,1.39,10.22,27.4,47.9,9.6,0.0,1009.4,338
Pune,2024-04-23 15:00:00,173.66,301.58,61.54,22.31,1.26,45.38,21.5,73.1,6.7,0.0,1005.2,389
Bengaluru,2024-04-23 16:00:00,90.3,146.45,46.34,19.57,0.65,45.38,17.8,81.8,8.8,0.0,1016.7,202
Delhi,2024-04-23 17:00:00,100.59,177.1,40.17,21.14,1.2,29.07,33.1,57.4,5.3,0.0,1003.7,228
Delhi,2024-04-23 18:00:00,169.23,299.63,48.67,15.82,1.35,40.07,31.2,13.4,11.1,0.0,1014.3,378
Indore,2024-04-23 19:00:00,187.4,263.04,90.19,24.32,1.09,5.0,34.4,54.8,11.1,0.0,1018.0,398
Mumbai,2024-04-23 20:00:00,142.52,203.82,66.46,10.85,1.74,47.9,20.2,58.5,7.9,15.0,1023.9,304
Indore,2024-04-23 21:00:00,84.81,127.22,66.6,21.3,1.86,41.5,39.9,54.3,8.2,0.0,1015.0,192
Indore,2024-04-23 22:00:00,199.48,332.68,54.97,23.93,1.36,37.36,14.8,63.4,4.3,0.0,1013.4,435
Indore,2024-04-23 23:00:00,98.76,173.36,50.66,18.61,1.52,38.29,32.0,50.4,3.2,0.0,1001.9,227
Indore,2024-04-24 00:00:00,106.59,168.84,9.66,22.6,0.32,44.91,13.6,71.4,6.3,0.0,1020.8,223
Bengaluru,2024-04-24 01:00:00,133.69,219.63,37.14,13.06,1.19,37.6,21.5,39.3,7.2,0.0,1012.9,290
Mumbai,2024-04-24 02:00:00,182.17,268.77,40.31,13.24,1.9,11.76,37.9,77.8,10.9,15.0,1013.9,379
Indore,2024-04-24 03:00:00,154.16,265.46,18.0,21.66,1.19,68.75,32.8,82.8,10.5,0.0,1014.4,333
Bengaluru,2024-04-24 04:00:00,136.59,244.09,29.48,24.75,1.03,54.81,23.2,43.4,8.1,15.0,1012.7,303
Pune,2024-04-24 05:00:00,138.53,208.83,16.31,6.88,2.54,20.01,23.4,43.4,11.3,0.0,1012.0,286
Bengaluru,2024-04-24 06:00:00,121.74,194.53,47.39,23.65,2.31,33.17,27.7,64.6,4.5,15.0,1009.8,266
Delhi,2024-04-24 07:00:00,142.33,204.16,61.1,16.2,1.63,34.7,30.6,39.0,10.9,3.0,1016.4,302
Delhi,2024-04-24 08:00:00,18.82,30.55,65.71,18.65,1.97,53.1,35.8,50.1,5.0,3.0,1003.0,59
Bhopal,2024-04-24 09:00:00,108.14,173.14,54.64,10.62,0.29,7.77,23.8,75.6,11.5,3.0,1002.9,240
Bengaluru,2024-04-24 10:00:00,129.65,189.0,32.59,14.04,1.01,31.01,15.7,69.8,7.5,0.0,1006.9,270
Bhopal,2024-04-24 11:00:00,73.96,116.62,17.09,26.76,1.17,13.35,28.1,89.7,1.1,0.0,1019.5,157
Bengaluru,2024-04-24 12:00:00,135.45,207.74,19.89,20.23,1.28,34.01,23.8,60.7,9.8,15.0,1014.7,282
Indore,2024-04-24 13:00:00,111.82,179.89,27.7,17.32,1.16,31.38,17.9,48.2,10.1,0.0,1008.2,240
Indore,2024-04-24 14:00:00,190.22,310.87,33.78,19.18,0.12,39.12,29.1,58.8,6.0,0.0,1007.2,407
Bhopal,2024-04-24 15:00:00,182.92,256.71,45.44,23.42,1.59,29.53,25.5,55.6,6.3,15.0,1011.5,376
Indore,2024-04-24 16:00:00,101.37,172.77,31.77,23.08,1.67,27.49,29.1,55.8,7.0,3.0,1014.4,224
Indore,2024-04-24 17:00:00,113.97,192.06,53.42,19.47,2.2,46.68,20.7,57.6,1.3,0.0,1020.2,256
Delhi,2024-04-24 18:00:00,117.04,181.01,44.28,27.65,1.01,44.37,30.4,43.1,0.5,3.0,1024.3,253
Indore,2024-04-24 19:00:00,101.93,144.87,48.17,26.79,0.96,45.72,17.8,62.5,11.7,0.0,1011.2,217
Delhi,2024-04-24 20:00:00,127.8,217.51,66.24,22.89,0.1,35.52,21.2,35.5,4.9,0.0,1025.2,290
Mumbai,2024-04-24 21:00:00,89.67,159.8,29.12,20.38,1.25,30.0,25.3,46.5,13.4,0.0,1012.5,202
Bengaluru,2024-04-24 22:00:00,74.78,111.87,54.7,24.6,1.85,36.34,39.2,56.1,11.9,15.0,1013.8,168
Delhi,2024-04-24 23:00:00,144.91,221.62,47.78,22.2,1.09,45.02,32.5,21.8,12.5,0.0,1017.9,310
Pune,2024-04-25 00:00:00,145.18,213.93,42.66,27.43,2.47,7.53,34.5,70.3,5.4,0.0,1018.7,305
Pune,2024-04-25 01:00:00,87.83,143.23,62.16,26.3,1.27,43.52,36.9,25.1,2.4,3.0,1021.5,202
Delhi,2024-04-25 02:00:00,155.81,227.79,62.06,12.87,1.47,42.33,46.0,68.7,4.0,0.0,1004.3,331
Delhi,2024-04-25 03:00:00,94.74,146.13,32.86,12.4,0.72,38.87,27.3,37.3,6.1,0.0,1012.7,204
Pune,2024-04-25 04:00:00,130.13,218.46,45.09,15.09,1.54,35.91,36.9,51.5,0.5,0.0,1019.5,288
Bengaluru,2024-04-25 05:00:00,152.81,248.18,52.5,26.83,0.41,5.0,34.1,66.3,6.0,3.0,1005.6,334
Bengaluru,2024-04-25 06:00:00,118.66,184.46,43.63,8.97,1.75,31.84,34.0,93.2,6.9,0.0,1000.8,256
Bengaluru,2024-04-25 07:00:00,138.19,216.7,57.36,22.76,1.76,63.05,39.4,59.9,3.4,0.0,1003.1,301
Pune,2024-04-25 08:00:00,99.34,161.42,52.5,22.54,2.08,38.18,24.1,26.3,4.2,0.0,1011.3,222
Indore,2024-04-25 09:00:00,112.14,157.26,77.32,28.14,0.89,33.7,23.5,73.3,6.8,3.0,1024.1,245
Delhi,2024-04-25 10:00:00,111.77,159.98,23.52,21.26,1.48,38.24,29.2,54.3,8.6,0.0,1002.9,230
Bengaluru,2024-04-25 11:00:00,90.14,157.97,46.04,10.6,1.68,42.97,25.7,59.1,4.6,3.0,1005.0,207
Mumbai,2024-04-25 12:00:00,112.93,161.62,33.46,13.28,1.62,47.22,29.2,66.9,8.4,0.0,1009.0,235
Pune,2024-04-25 13:00:00,58.06,97.69,57.67,11.73,0.97,34.8,37.9,22.4,7.9,0.0,1006.0,140
Bengaluru,2024-04-25 14:00:00,100.35,177.43,22.13,16.23,0.2,43.95,23.7,58.1,7.7,0.0,1005.0,222
Bhopal,2024-04-25 15:00:00,108.6,163.81,53.54,18.72,1.57,61.47,24.9,51.4,5.4,3.0,999.8,236
Bhopal,2024-04-25 16:00:00,109.75,169.92,37.92,11.84,1.32,52.09,28.2,77.5,3.2,0.0,1008.8,236
Delhi,2024-04-25 17:00:00,110.34,179.59,36.25,30.29,1.12,70.76,25.4,69.6,12.9,0.0,1023.8,241
Delhi,2024-04-25 18:00:00,117.53,205.99,24.86,10.72,1.78,28.81,13.6,32.0,9.5,0.0,1015.3,259
Delhi,2024-04-25 19:00:00,139.18,247.29,40.56,29.42,1.38,61.47,22.9,78.2,10.7,3.0,1019.1,311
Indore,2024-04-25 20:00:00,154.98,262.82,65.35,28.3,0.74,26.93,31.8,65.2,7.2,0.0,1008.4,347
Pune,2024-04-25 21:00:00,94.01,134.87,47.6,26.29,0.43,42.95,37.1,33.2,7.0,0.0,1006.9,202
Bhopal,2024-04-25 22:00:00,71.87,119.86,58.04,15.14,0.84,48.25,18.9,58.9,9.1,0.0,1015.1,168
Bhopal,2024-04-25 23:00:00,78.32,122.5,74.63,22.4,2.6,30.85,18.9,74.6,1.6,15.0,1012.5,183
Delhi,2024-04-26 00:00:00,100.51,159.64,52.22,11.06,1.76,39.23,27.2,38.6,3.9,0.0,1011.7,223
Pune,2024-04-26 01:00:00,105.92,150.37,39.06,26.38,1.49,50.75,12.5,80.0,4.9,15.0,1022.1,222
Bhopal,2024-04-26 02:00:00,89.2,131.7,55.48,19.48,1.31,28.06,23.9,33.8,6.0,0.0,1007.2,196
Bhopal,2024-04-26 03:00:00,68.16,116.97,39.29,17.13,1.28,61.37,14.8,45.3,4.7,0.0,1006.3,156
Indore,2024-04-26 04:00:00,101.76,160.93,39.93,11.43,1.98,18.62,36.6,42.9,8.6,3.0,1017.1,222
Mumbai,2024-04-26 05:00:00,127.26,193.52,23.68,2.66,1.15,65.16,21.6,80.0,7.8,15.0,1016.3,266
Delhi,2024-04-26 06:00:00,143.8,223.41,62.82,12.73,1.69,52.02,38.6,50.1,12.0,0.0,1005.7,314
Mumbai,2024-04-26 07:00:00,97.7,170.18,41.82,27.79,1.23,36.74,34.8,39.4,15.4,0.0,1012.5,221
Mumbai,2024-04-26 08:00:00,103.48,175.87,50.91,17.18,2.37,32.36,22.5,65.1,3.5,0.0,1001.2,234
Indore,2024-04-26 09:00:00,82.93,125.14,31.42,18.81,1.77,30.9,19.5,68.6,8.0,15.0,1013.8,178
Bhopal,2024-04-26 10:00:00,118.74,171.82,54.98,24.59,2.02,36.1,25.6,68.7,8.0,15.0,1009.2,254
Delhi,2024-04-26 11:00:00,86.06,129.16,35.81,32.64,1.11,37.32,26.3,53.7,7.5,3.0,1010.5,185
Bengaluru,2024-04-26 12:00:00,142.93,252.73,45.73,29.28,1.93,55.57,29.4,62.1,4.0,0.0,1005.2,320
Mumbai,2024-04-26 13:00:00,48.57,79.29,62.05,13.19,1.24,65.56,21.6,47.6,4.6,0.0,1019.2,120
Pune,2024-04-26 14:00:00,105.61,170.4,60.65,6.4,1.46,40.79,32.2,84.8,8.3,3.0,1013.6,237
Mumbai,2024-04-26 15:00:00,132.04,216.36,47.65,36.52,2.22,26.16,28.9,76.3,4.5,15.0,1018.0,290
Indore,2024-04-26 16:00:00,127.35,196.94,19.71,35.88,0.88,30.36,24.6,75.3,8.0,3.0,1011.4,266
Mumbai,2024-04-26 17:00:00,227.72,392.33,95.88,21.32,1.5,35.44,22.0,70.7,6.7,0.0,1019.1,500
Mumbai,2024-04-26 18:00:00,133.99,215.64,75.93,11.11,1.62,23.58,25.7,66.3,8.0,0.0,1000.8,301
Mumbai,2024-04-26 19:00:00,79.84,115.5,59.56,26.74,1.66,21.49,21.3,38.1,4.4,15.0,1012.0,178
Indore,2024-04-26 20:00:00,116.18,168.65,35.95,19.24,1.17,67.36,27.4,68.1,8.0,0.0,1019.2,244
Bhopal,2024-04-26 21:00:00,48.95,79.04,46.18,19.21,2.44,42.24,27.6,59.8,4.7,0.0,1000.1,116
Pune,2024-04-26 22:00:00,116.78,207.23,39.31,26.26,0.75,26.34,28.8,78.2,8.0,0.0,1012.8,263
Mumbai,2024-04-26 23:00:00,86.68,132.04,68.22,22.34,2.13,49.43,39.4,70.9,11.8,0.0,1015.5,197
Delhi,2024-04-27 00:00:00,156.62,273.74,52.2,11.7,2.01,21.5,26.1,66.8,8.3,0.0,1009.7,350
Pune,2024-04-27 01:00:00,98.02,167.18,35.45,17.73,2.35,22.66,34.0,31.1,8.5,0.0,1018.0,218
Mumbai,2024-04-27 02:00:00,115.33,172.89,40.47,24.63,0.61,26.76,28.6,56.6,10.1,0.0,1018.0,246
Mumbai,2024-04-27 03:00:00,94.58,133.78,65.94,23.57,0.97,61.16,25.3,49.1,3.0,3.0,1008.3,208
Delhi,2024-04-27 04:00:00,189.55,273.1,73.6,21.83,2.15,34.46,26.2,62.0,13.0,0.0,1009.7,401
Indore,2024-04-27 05:00:00,107.15,181.23,72.45,26.53,0.46,5.0,26.6,51.4,4.1,0.0,1005.0,248
Bengaluru,2024-04-27 06:00:00,193.3,286.06,60.11,17.47,0.6,54.94,29.0,53.6,10.3,15.0,1013.9,408
Delhi,2024-04-27 07:00:00,152.57,236.25,43.96,21.25,1.16,33.71,20.3,65.3,9.9,0.0,1013.2,325
Bengaluru,2024-04-27 08:00:00,139.28,222.95,5.0,2.0,1.5,12.11,16.7,51.1,4.6,0.0,1012.0,290
Bhopal,2024-04-27 09:00:00,134.75,227.75,52.75,16.85,2.2,33.57,31.6,59.9,10.7,15.0,1012.6,300
Bhopal,2024-04-27 10:00:00,135.75,196.2,47.97,25.35,1.31,45.29,33.3,33.7,9.1,15.0,1006.9,286
Mumbai,2024-04-27 11:00:00,42.89,67.02,50.24,17.27,1.1,43.66,32.2,44.7,13.5,0.0,1003.4,103
Pune,2024-04-27 12:00:00,108.84,173.5,48.86,16.74,1.56,63.18,28.1,68.5,8.1,0.0,1014.7,240
Mumbai,2024-04-27 13:00:00,153.81,248.6,26.78,12.71,1.63,26.06,32.4,38.3,7.2,0.0,1010.8,328
Indore,2024-04-27 14:00:00,118.04,203.9,56.92,27.02,1.62,38.65,32.0,77.9,5.9,0.0,1005.8,268
Bengaluru,2024-04-27 15:00:00,63.79,93.69,58.12,23.84,1.31,28.21,32.5,73.6,1.9,0.0,1007.6,146
Bhopal,2024-04-27 16:00:00,117.9,203.16,58.92,25.78,0.42,16.41,21.0,53.7,6.5,0.0,1017.5,268
Bhopal,2024-04-27 17:00:00,188.16,315.58,63.15,7.92,0.94,50.4,19.3,98.0,6.6,0.0,1017.2,415
Mumbai,2024-04-27 18:00:00,169.88,275.6,57.66,18.88,2.11,44.49,24.3,77.9,8.3,0.0,1016.0,371
Mumbai,2024-04-27 19:00:00,117.52,197.41,41.44,18.04,1.49,41.97,26.9,42.8,2.9,15.0,1011.8,260
Indore,2024-04-27 20:00:00,158.06,247.33,46.87,18.04,1.24,43.98,25.3,69.9,6.7,3.0,1007.9,339
Mumbai,2024-04-27 21:00:00,105.34,153.31,49.46,15.69,1.96,28.4,13.9,59.1,9.3,0.0,1019.9,226
Pune,2024-04-27 22:00:00,51.85,86.39,49.72,17.58,0.83,23.92,39.1,45.6,9.7,0.0,1010.1,124
Mumbai,2024-04-27 23:00:00,83.02,133.65,63.97,25.95,1.29,38.53,25.1,40.9,1.5,0.0,1013.6,191
Pune,2024-04-28 00:00:00,182.52,302.2,58.3,6.61,1.47,54.26,28.2,73.9,9.8,0.0,1006.9,400
Pune,2024-04-28 01:00:00,109.04,167.4,81.24,32.44,1.18,60.51,35.7,48.4,6.7,0.0,1010.6,247
Indore,2024-04-28 02:00:00,110.26,194.37,83.3,23.39,1.45,49.14,10.6,56.4,6.9,3.0,996.0,261
Mumbai,2024-04-28 03:00:00,108.01,176.58,49.27,19.7,1.31,38.41,23.4,43.3,0.5,0.0,1008.2,240
Pune,2024-04-28 04:00:00,196.17,281.33,5.0,26.35,0.7,41.78,24.3,46.0,12.3,15.0,1002.9,393
Pune,2024-04-28 05:00:00,185.04,292.35,67.79,9.84,1.49,38.16,24.6,56.0,8.1,3.0,1013.3,402
Mumbai,2024-04-28 06:00:00,208.75,355.41,39.35,15.35,0.74,23.64,25.8,64.2,2.6,0.0,1008.4,454
Mumbai,2024-04-28 07:00:00,113.64,195.19,35.18,19.15,1.48,38.35,37.1,16.6,8.7,0.0,1010.2,252
Bengaluru,2024-04-28 08:00:00,131.82,210.64,41.62,29.56,2.09,19.31,31.7,58.3,8.6,15.0,1024.8,285
Bhopal,2024-04-28 09:00:00,59.33,104.3,40.85,19.67,1.26,36.26,33.7,46.1,11.4,0.0,1005.9,139
Delhi,2024-04-28 10:00:00,179.08,269.88,57.8,23.15,0.81,60.91,27.3,80.4,6.5,3.0,1012.7,381
Bhopal,2024-04-28 11:00:00,73.29,114.64,23.05,15.87,1.34,49.52,17.2,98.0,7.5,0.0,1013.3,157
Bengaluru,2024-04-28 12:00:00,128.67,226.39,30.76,23.41,0.98,25.08,12.4,52.3,5.4,0.0,1006.3,285
Delhi,2024-04-28 13:00:00,76.11,133.84,53.49,31.74,1.7,36.99,16.3,30.4,9.4,3.0,1018.6,179
Bhopal,2024-04-28 14:00:00,96.45,161.48,57.97,26.97,1.33,26.32,29.5,59.9,5.0,0.0,1021.9,220
Indore,2024-04-28 15:00:00,86.51,150.84,58.26,19.43,2.25,37.12,27.2,54.7,4.6,0.0,1019.2,202
Bengaluru,2024-04-28 16:00:00,95.68,137.36,35.41,24.73,1.98,52.58,25.5,89.5,7.3,0.0,1006.3,202
Indore,2024-04-28 17:00:00,98.44,171.87,32.35,24.04,1.32,47.14,24.4,84.7,3.6,0.0,1007.8,220
Indore,2024-04-28 18:00:00,98.07,149.87,39.89,23.55,1.76,72.78,41.1,71.8,12.6,0.0,999.8,212
Bhopal,2024-04-28 19:00:00,153.33,225.6,51.84,27.78,1.2,54.69,21.2,48.6,13.7,0.0,1010.9,324
Pune,2024-04-28 20:00:00,75.81,113.39,71.77,27.73,1.42,40.86,33.5,68.8,6.0,0.0,1011.3,175
Delhi,2024-04-28 21:00:00,128.82,201.89,15.24,19.11,1.22,47.48,27.0,62.2,3.1,0.0,1016.7,269
Pune,2024-04-28 22:00:00,168.72,253.16,44.47,24.49,1.78,35.17,26.6,61.9,8.6,0.0,1022.6,355
Mumbai,2024-04-28 23:00:00,99.47,152.02,26.68,17.32,2.12,22.21,35.2,33.1,6.0,0.0,1004.4,211
Mumbai,2024-04-29 00:00:00,91.28,132.73,21.56,13.54,1.8,56.28,37.2,75.0,11.3,0.0,1012.8,189
Bengaluru,2024-04-29 01:00:00,110.78,168.21,63.47,18.11,1.86,52.13,25.3,59.7,5.0,0.0,1010.6,244
